117.416494,311.637294
276.697833,123.083699
227.457774,237.057023
261.788755,200.709366
194.342361,286.017907
135.836075,287.661359
275.265129,148.250795
274.966430,169.654005
276.102014,125.982977
275.991554,143.133668
198.571826,282.225591
202.280191,270.420145
225.530536,241.842032
223.854445,248.666412
122.043870,296.834919
121.120160,307.997996
213.924993,255.586344
132.966548,291.438013
213.043344,261.022309
222.501744,252.507974
220.483609,254.066575
216.665433,254.936024
127.926130,291.716547
274.743867,174.649589
207.589640,266.045079
211.012901,262.197366
273.720006,192.032666
134.582775,289.438302
204.483046,266.555231
208.767051,262.599290
208.240901,264.071213
269.654111,197.174552
274.736930,178.236557
273.792672,187.962528
126.705185,293.175649
266.934443,197.398120
274.837160,171.339438
274.143401,182.664037
125.690623,294.465493
263.102502,199.882146
274.026954,185.296579
123.079041,295.353951
135.324469,288.252417
195.552635,285.103263
274.272140,180.682427
272.877946,193.247424
275.475725,145.957463
273.922545,187.786921
127.877279,292.597940
276.416174,124.644339
124.734310,295.037682
274.119822,184.417480
122.636509,296.019256
203.606724,269.470986
266.227623,197.886596
264.995701,198.256371
196.950035,283.962034
263.942861,199.094079
270.349912,196.801418
202.732225,269.924116
264.899509,198.552302
274.855967,170.820523
196.207606,284.281213
263.621159,199.262499
203.954211,268.831587
276.188654,125.318826
125.095451,294.910120
118.608230,310.823897
274.441681,178.871663
119.965164,309.442366
271.499630,194.924842
120.415131,309.084349
198.434114,282.799290
204.277741,267.341530
272.438514,193.579592
117.941115,310.977959
197.640365,283.746407
119.079003,310.624421
204.096117,268.301996
274.345513,179.687447
271.987967,194.603982
275.968843,143.448075
270.776821,196.312864
275.937950,144.389783
117.686704,311.144801
120.928706,308.630102
271.490713,195.567222
119.754357,309.943814
120.823590,308.926942
202.371004,270.196483
272.352211,194.045925
119.095271,310.066123
195.967216,284.684453
198.123257,283.148678
275.570028,145.556770
197.867348,283.647300
274.376493,179.483278
119.398009,310.003295
275.692115,145.263646
271.276661,195.906633
