88.875818,391.868535
96.375642,387.127065
104.945545,385.038431
120.219086,383.478195
128.468517,383.040786
145.203863,377.825239
148.544338,374.961393
153.561775,372.879719
162.994048,371.665857
166.392044,370.645185
176.671849,367.264056
210.933988,364.205706
215.824238,358.543069
226.383954,357.691380
242.690635,357.183736
251.669724,353.391625
315.816596,347.779440
320.278889,346.471834
324.030623,344.382913
324.599811,339.152318
330.103875,331.524026
330.829039,330.624019
333.950803,329.754990
339.347546,329.724322
339.955851,327.300202
342.830469,326.859914
344.543934,321.823080
347.523596,319.740027
352.998318,314.393674
356.442629,308.132732
358.903772,307.267259
360.179811,303.163634
367.198373,296.786236
368.336014,296.167277
373.747706,291.064103
375.358804,286.608966
379.294677,284.401708
381.605066,262.031433
382.083070,208.868764
382.758349,207.234533
389.901950,203.039330
391.242960,198.498883
402.359015,194.163008
404.542005,176.951830
409.408691,172.961845
410.918094,164.858957
415.408440,162.147556
