179.677092,310.104928
183.649041,309.795546
184.686750,308.168098
185.637257,307.705799
187.487602,307.296590
190.087870,304.280501
190.663879,303.315663
190.999055,302.783778
191.192654,302.241585
192.507912,300.834484
192.839127,300.754353
193.359686,300.494928
193.504986,299.701232
193.532274,297.386899
194.257504,295.342277
195.468608,295.163523
196.065474,294.879932
197.263733,294.376907
199.253337,291.940698
199.838968,291.764334
201.438003,290.490037
201.577030,288.945734
235.507257,206.073618
238.182870,204.912635
239.704213,204.206987
239.778394,203.258279
240.818472,202.987658
241.304288,202.904550
241.702007,202.842236
242.475913,201.758591
243.055195,201.489697
254.260852,201.243851
254.326296,200.519846
260.466759,200.400035
260.648948,200.013529
260.694683,199.943023
260.713204,199.811401
260.803980,199.712251
261.137348,199.644821
261.150419,199.089985
261.322440,198.856286
261.773527,198.822074
262.097081,198.604609
262.454736,196.555627
262.618158,196.533617
263.383009,195.882755
263.727503,195.838454
264.211943,195.405915
264.287482,195.372267
264.619992,194.902065
265.009858,194.614364
265.134286,194.426695
265.774594,193.869852
266.300731,193.720098
266.501504,193.642626
266.533340,193.073687
266.546760,192.651190
266.950044,192.650022
266.992293,192.327336
267.496343,192.317575
267.591864,191.901580
267.644928,191.888242
267.765618,191.858261
267.858675,191.276185
268.005325,191.065499
268.042394,190.491772
268.203165,190.287015
268.783387,190.284455
268.894777,189.913316
269.171739,189.468747
269.286709,189.304398
269.511012,188.753828
269.698392,188.386655
270.288442,187.403315
270.517823,186.972153
270.562419,186.842885
270.661666,186.546228
270.716486,186.216503
270.803631,185.863353
271.415937,184.755113
271.990435,184.521723
